geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Aufkl. 1;Gew. Paket 1;FLOH_Druck;Aufkl. 2;Aufkl. 3;Gew. Paket 2;Gew. Paket 3;Gesamtgewicht;Verketten
4756;11891500;1500;Blumenhaus;Broecker;Andrea, Blumen Design am Adenauerplatz;Wilmersdorfer Str. 95;10629;Berlin;0130;1;Pak 1/2;26,7;0130-Pak 1/2;Pak 2/2;;7,6;;34,3;0130-Pak 1/2
4756;11891500;1500;Blumenhaus;Broecker;Andrea, Blumen Design am Adenauerplatz;Wilmersdorfer Str. 95;10629;Berlin;0130;1;Pak 2/2;7,6;0130-Pak 2/2;;;;;;0130-Pak 2/2
603;01105500;1500;Blumenhaus;Blumeneinzelhandel, Floristik;Die Grüne Ecke, Inh. Corina Krause e.K.;Tempelhofer Damm 226;12099;Berlin;0131;1;Pak 1/2;26,7;0131-Pak 1/2;Pak 2/2;;7,6;;34,3;0131-Pak 1/2
603;01105500;1500;Blumenhaus;Blumeneinzelhandel, Floristik;Die Grüne Ecke, Inh. Corina Krause e.K.;Tempelhofer Damm 226;12099;Berlin;0131;1;Pak 2/2;7,6;0131-Pak 2/2;;;;;;0131-Pak 2/2
4471;10057800;1500;Blumenhaus;Friedrich,;Stefanie;Alt Rudow 31;12357;Berlin;0132;1;Pak 1/2;26,7;0132-Pak 1/2;Pak 2/2;;7,6;;34,3;0132-Pak 1/2
4471;10057800;1500;Blumenhaus;Friedrich,;Stefanie;Alt Rudow 31;12357;Berlin;0132;1;Pak 2/2;7,6;0132-Pak 2/2;;;;;;0132-Pak 2/2
2818;05269200;1500;Blumenhaus;Drabsch,;Wenke, Ihr Florist am Platz;Pastor-Niemöller-Platz 4-6;13156;Berlin;0133;1;Pak 1/2;26,7;0133-Pak 1/2;Pak 2/2;;7,6;;34,3;0133-Pak 1/2
2818;05269200;1500;Blumenhaus;Drabsch,;Wenke, Ihr Florist am Platz;Pastor-Niemöller-Platz 4-6;13156;Berlin;0133;1;Pak 2/2;7,6;0133-Pak 2/2;;;;;;0133-Pak 2/2
237;00449300;1500;Blumenhaus;Blumenthal,;Helge;Scharnweberstr. 49;13405;Berlin;0134;1;Pak 1/2;26,7;0134-Pak 1/2;Pak 2/2;;7,6;;34,3;0134-Pak 1/2
237;00449300;1500;Blumenhaus;Blumenthal,;Helge;Scharnweberstr. 49;13405;Berlin;0134;1;Pak 2/2;7,6;0134-Pak 2/2;;;;;;0134-Pak 2/2
3791;08108500;1500;Blumenhaus;BluGeSa Floristik und Gartenbau GmbH;;Neustädtischer Markt 4;14776;Brandenburg;0135;1;Pak 1/2;26,7;0135-Pak 1/2;Pak 2/2;;7,6;;34,3;0135-Pak 1/2
3791;08108500;1500;Blumenhaus;BluGeSa Floristik und Gartenbau GmbH;;Neustädtischer Markt 4;14776;Brandenburg;0135;1;Pak 2/2;7,6;0135-Pak 2/2;;;;;;0135-Pak 2/2
5360;26334100;1500;Blumenhaus;Blumen Boutique Ute Lahtz e. K.;;Beselerstr. 44;22607;Hamburg;0136;1;Pak 1/2;26,7;0136-Pak 1/2;Pak 2/2;;7,6;;34,3;0136-Pak 1/2
5360;26334100;1500;Blumenhaus;Blumen Boutique Ute Lahtz e. K.;;Beselerstr. 44;22607;Hamburg;0136;1;Pak 2/2;7,6;0136-Pak 2/2;;;;;;0136-Pak 2/2
3029;05856700;1500;Blumenhaus;Dluzak;Rosemarie, Blumen Franck;Bahnhofstr. 26;23714;Bad Malente;0137;1;Pak 1/2;26,7;0137-Pak 1/2;Pak 2/2;;7,6;;34,3;0137-Pak 1/2
3029;05856700;1500;Blumenhaus;Dluzak;Rosemarie, Blumen Franck;Bahnhofstr. 26;23714;Bad Malente;0137;1;Pak 2/2;7,6;0137-Pak 2/2;;;;;;0137-Pak 2/2
322;00620600;1500;Blumenhaus;Blumen-Lauprecht;;Vor dem Steintor 124;28203;Bremen;0138;1;Pak 1/2;26,7;0138-Pak 1/2;Pak 2/2;;7,6;;34,3;0138-Pak 1/2
322;00620600;1500;Blumenhaus;Blumen-Lauprecht;;Vor dem Steintor 124;28203;Bremen;0138;1;Pak 2/2;7,6;0138-Pak 2/2;;;;;;0138-Pak 2/2
3018;05830500;1500;Blumenhaus;1 A Ambiente Blumen-Schaper;Inh. Sabine Böhm e.K.;Reherweg 15a;31787;Hameln;0139;1;Pak 1/2;26,7;0139-Pak 1/2;Pak 2/2;;7,6;;34,3;0139-Pak 1/2
3018;05830500;1500;Blumenhaus;1 A Ambiente Blumen-Schaper;Inh. Sabine Böhm e.K.;Reherweg 15a;31787;Hameln;0139;1;Pak 2/2;7,6;0139-Pak 2/2;;;;;;0139-Pak 2/2
3115;06077900;1500;Blumenhaus;Jocksch-Mayer,;Maria Theresia;Warburger Str. 98;33098;Paderborn;0140;1;Pak 1/2;26,7;0140-Pak 1/2;Pak 2/2;;7,6;;34,3;0140-Pak 1/2
3115;06077900;1500;Blumenhaus;Jocksch-Mayer,;Maria Theresia;Warburger Str. 98;33098;Paderborn;0140;1;Pak 2/2;7,6;0140-Pak 2/2;;;;;;0140-Pak 2/2
2173;03965900;1500;Blumenhaus;Blumenhof;Gerhard Borgstedt;Babenhauser Str. 222;33619;Bielefeld;0141;1;Pak 1/2;26,7;0141-Pak 1/2;Pak 2/2;;7,6;;34,3;0141-Pak 1/2
2173;03965900;1500;Blumenhaus;Blumenhof;Gerhard Borgstedt;Babenhauser Str. 222;33619;Bielefeld;0141;1;Pak 2/2;7,6;0141-Pak 2/2;;;;;;0141-Pak 2/2
964;01701200;1500;Blumenhaus;Goellner;Heinrich;Landgraf-Karl-Str. 3;34131;Kassel;0142;1;Pak 1/2;26,7;0142-Pak 1/2;Pak 2/2;;7,6;;34,3;0142-Pak 1/2
964;01701200;1500;Blumenhaus;Goellner;Heinrich;Landgraf-Karl-Str. 3;34131;Kassel;0142;1;Pak 2/2;7,6;0142-Pak 2/2;;;;;;0142-Pak 2/2
2779;05186200;1500;Blumenhaus;Rinn,;Sybille;Johannesstr. 22;35390;Gießen;0143;1;Pak 1/2;26,7;0143-Pak 1/2;Pak 2/2;;7,6;;34,3;0143-Pak 1/2
2779;05186200;1500;Blumenhaus;Rinn,;Sybille;Johannesstr. 22;35390;Gießen;0143;1;Pak 2/2;7,6;0143-Pak 2/2;;;;;;0143-Pak 2/2
4650;11513300;1500;Blumenhaus;Müller,;Ruth, Grüner Garten;Nordhoffstr. 3 a;38518;Gifhorn;0144;1;Pak 1/2;26,7;0144-Pak 1/2;Pak 2/2;;7,6;;34,3;0144-Pak 1/2
4650;11513300;1500;Blumenhaus;Müller,;Ruth, Grüner Garten;Nordhoffstr. 3 a;38518;Gifhorn;0144;1;Pak 2/2;7,6;0144-Pak 2/2;;;;;;0144-Pak 2/2
3105;06056300;1500;Blumenhaus;All Flowers Günther Vishers e.K.;Günther Vishers;Schiess-Str. 15-17;40549;Düsseldorf;0145;1;Pak 1/2;26,7;0145-Pak 1/2;Pak 2/2;;7,6;;34,3;0145-Pak 1/2
3105;06056300;1500;Blumenhaus;All Flowers Günther Vishers e.K.;Günther Vishers;Schiess-Str. 15-17;40549;Düsseldorf;0145;1;Pak 2/2;7,6;0145-Pak 2/2;;;;;;0145-Pak 2/2
815;01447400;1500;Blumenhaus;A LA CASA DEL FIORE;FLORISTMEISTER HOFFMANN e.K.;Heyestr. 142;40625;Düsseldorf;0146;1;Pak 1/2;26,7;0146-Pak 1/2;Pak 2/2;;7,6;;34,3;0146-Pak 1/2
815;01447400;1500;Blumenhaus;A LA CASA DEL FIORE;FLORISTMEISTER HOFFMANN e.K.;Heyestr. 142;40625;Düsseldorf;0146;1;Pak 2/2;7,6;0146-Pak 2/2;;;;;;0146-Pak 2/2
371;00696600;1500;Blumenhaus;Art Floristik Norma Schürgers;;Düsseldorfer Str. 20;40667;Meerbusch;0147;1;Pak 1/2;26,7;0147-Pak 1/2;Pak 2/2;;7,6;;34,3;0147-Pak 1/2
371;00696600;1500;Blumenhaus;Art Floristik Norma Schürgers;;Düsseldorfer Str. 20;40667;Meerbusch;0147;1;Pak 2/2;7,6;0147-Pak 2/2;;;;;;0147-Pak 2/2
3047;05903200;1500;Blumenhaus;Molzberger,;Sybille;Lange Hecke 71;41564;Kaarst;0148;1;Pak 1/2;26,7;0148-Pak 1/2;Pak 2/2;;7,6;;34,3;0148-Pak 1/2
3047;05903200;1500;Blumenhaus;Molzberger,;Sybille;Lange Hecke 71;41564;Kaarst;0148;1;Pak 2/2;7,6;0148-Pak 2/2;;;;;;0148-Pak 2/2
903;01604300;1500;Blumenhaus;Maylahn,;Lothar, Premiumgärtnerei;Jauerstr. 1;44625;Herne;0149;1;Pak 1/2;26,7;0149-Pak 1/2;Pak 2/2;;7,6;;34,3;0149-Pak 1/2
903;01604300;1500;Blumenhaus;Maylahn,;Lothar, Premiumgärtnerei;Jauerstr. 1;44625;Herne;0149;1;Pak 2/2;7,6;0149-Pak 2/2;;;;;;0149-Pak 2/2
3182;06283200;1500;Blumenhaus;Boecking,;Heinz-Jürgen, Meisterflorist;Friedenstr. 72;52351;Düren;0150;1;Pak 1/2;26,7;0150-Pak 1/2;Pak 2/2;;7,6;;34,3;0150-Pak 1/2
3182;06283200;1500;Blumenhaus;Boecking,;Heinz-Jürgen, Meisterflorist;Friedenstr. 72;52351;Düren;0150;1;Pak 2/2;7,6;0150-Pak 2/2;;;;;;0150-Pak 2/2
932;01653600;1500;Blumenhaus;Niepel-Weber,;Inge, Blumen Weber;Hauptstr. 58a;53604;Bad Honnef;0151;1;Pak 1/2;26,7;0151-Pak 1/2;Pak 2/2;;7,6;;34,3;0151-Pak 1/2
932;01653600;1500;Blumenhaus;Niepel-Weber,;Inge, Blumen Weber;Hauptstr. 58a;53604;Bad Honnef;0151;1;Pak 2/2;7,6;0151-Pak 2/2;;;;;;0151-Pak 2/2
104;00186900;1500;Blumenhaus;Ellinghaus;Dorothea;Hauptstr. 78;58452;Witten;0152;1;Pak 1/2;26,7;0152-Pak 1/2;Pak 2/2;;7,6;;34,3;0152-Pak 1/2
104;00186900;1500;Blumenhaus;Ellinghaus;Dorothea;Hauptstr. 78;58452;Witten;0152;1;Pak 2/2;7,6;0152-Pak 2/2;;;;;;0152-Pak 2/2
112;00197300;1500;Blumenhaus;Hallatsch,;Sonja, Blumenkorb;Hauptstr. 223;58675;Hemer;0153;1;Pak 1/2;26,7;0153-Pak 1/2;Pak 2/2;;7,6;;34,3;0153-Pak 1/2
112;00197300;1500;Blumenhaus;Hallatsch,;Sonja, Blumenkorb;Hauptstr. 223;58675;Hemer;0153;1;Pak 2/2;7,6;0153-Pak 2/2;;;;;;0153-Pak 2/2
4348;09377800;1500;Blumenhaus;Hombeuel,;Christel, Blumenparadies City;Unteres Grabengässchen 4;64625;Bensheim;0154;1;Pak 1/2;26,7;0154-Pak 1/2;Pak 2/2;;7,6;;34,3;0154-Pak 1/2
4348;09377800;1500;Blumenhaus;Hombeuel,;Christel, Blumenparadies City;Unteres Grabengässchen 4;64625;Bensheim;0154;1;Pak 2/2;7,6;0154-Pak 2/2;;;;;;0154-Pak 2/2
3695;07753400;1500;Blumenhaus;Blumen-Hecktor;Inh. Stefan Hecktor e.K.;Legienstr. 3;65929;Frankfurt;0155;1;Pak 1/2;26,7;0155-Pak 1/2;Pak 2/2;;7,6;;34,3;0155-Pak 1/2
3695;07753400;1500;Blumenhaus;Blumen-Hecktor;Inh. Stefan Hecktor e.K.;Legienstr. 3;65929;Frankfurt;0155;1;Pak 2/2;7,6;0155-Pak 2/2;;;;;;0155-Pak 2/2
4740;11838200;1500;Blumenhaus;Blumen Schiffler;Corina Pahl;Am Kieselhumes 44;66123;Saarbrücken;0156;1;Pak 1/2;26,7;0156-Pak 1/2;Pak 2/2;;7,6;;34,3;0156-Pak 1/2
4740;11838200;1500;Blumenhaus;Blumen Schiffler;Corina Pahl;Am Kieselhumes 44;66123;Saarbrücken;0156;1;Pak 2/2;7,6;0156-Pak 2/2;;;;;;0156-Pak 2/2
2459;04523900;1500;Blumenhaus;Blumen Otto GmbH;;Cheliusstr. 15;68167;Mannheim;0157;1;Pak 1/2;26,7;0157-Pak 1/2;Pak 2/2;;7,6;;34,3;0157-Pak 1/2
2459;04523900;1500;Blumenhaus;Blumen Otto GmbH;;Cheliusstr. 15;68167;Mannheim;0157;1;Pak 2/2;7,6;0157-Pak 2/2;;;;;;0157-Pak 2/2
464;00846900;1500;Blumenhaus;Blumen Stierle-Wagner GmbH;;Herdweg 38-40;71032;Böblingen;0158;1;Pak 1/2;26,7;0158-Pak 1/2;Pak 2/2;;7,6;;34,3;0158-Pak 1/2
464;00846900;1500;Blumenhaus;Blumen Stierle-Wagner GmbH;;Herdweg 38-40;71032;Böblingen;0158;1;Pak 2/2;7,6;0158-Pak 2/2;;;;;;0158-Pak 2/2
4467;10050501;1500;Blumenhaus;Petersen,;Heike, blattwerk;Tübinger Str. 35;71083;Herrenberg;0159;1;Pak 1/2;26,7;0159-Pak 1/2;Pak 2/2;;7,6;;34,3;0159-Pak 1/2
4467;10050501;1500;Blumenhaus;Petersen,;Heike, blattwerk;Tübinger Str. 35;71083;Herrenberg;0159;1;Pak 2/2;7,6;0159-Pak 2/2;;;;;;0159-Pak 2/2
3125;06103800;1500;Blumenhaus;Reibold,;Michael, Grün & Blüh'n;Nauklerstr. 55;72074;Tübingen;0160;1;Pak 1/2;26,7;0160-Pak 1/2;Pak 2/2;;7,6;;34,3;0160-Pak 1/2
3125;06103800;1500;Blumenhaus;Reibold,;Michael, Grün & Blüh'n;Nauklerstr. 55;72074;Tübingen;0160;1;Pak 2/2;7,6;0160-Pak 2/2;;;;;;0160-Pak 2/2
2598;04810900;1500;Blumenhaus;Blumen Emil Beetz;;Durlacher Str. 24;76275;Ettlingen;0161;1;Pak 1/2;26,7;0161-Pak 1/2;Pak 2/2;;7,6;;34,3;0161-Pak 1/2
2598;04810900;1500;Blumenhaus;Blumen Emil Beetz;;Durlacher Str. 24;76275;Ettlingen;0161;1;Pak 2/2;7,6;0161-Pak 2/2;;;;;;0161-Pak 2/2
3385;06865000;1500;Blumenhaus;AMBIENTE UND FLORISTIK BATSCH,;INH. EUGEN BATSCH;Sonnenbergstr. 3;79117;Freiburg;0162;1;Pak 1/2;26,7;0162-Pak 1/2;Pak 2/2;;7,6;;34,3;0162-Pak 1/2
3385;06865000;1500;Blumenhaus;AMBIENTE UND FLORISTIK BATSCH,;INH. EUGEN BATSCH;Sonnenbergstr. 3;79117;Freiburg;0162;1;Pak 2/2;7,6;0162-Pak 2/2;;;;;;0162-Pak 2/2
1414;02452302;1500;Blumenhaus;Schwarz,;Emil, Blumen Schwarz;Fauststr. 55;85051;Ingolstadt;0163;1;Pak 1/2;26,7;0163-Pak 1/2;Pak 2/2;;7,6;;34,3;0163-Pak 1/2
1414;02452302;1500;Blumenhaus;Schwarz,;Emil, Blumen Schwarz;Fauststr. 55;85051;Ingolstadt;0163;1;Pak 2/2;7,6;0163-Pak 2/2;;;;;;0163-Pak 2/2
1679;02956600;1500;Blumenhaus;Beck,;Christa, Lust auf Blumen;Nimrodstr. 1;85521;Ottobrunn;0164;1;Pak 1/2;26,7;0164-Pak 1/2;Pak 2/2;;7,6;;34,3;0164-Pak 1/2
1679;02956600;1500;Blumenhaus;Beck,;Christa, Lust auf Blumen;Nimrodstr. 1;85521;Ottobrunn;0164;1;Pak 2/2;7,6;0164-Pak 2/2;;;;;;0164-Pak 2/2
696;01253900;1500;Blumenhaus;Scherdi-Gärtnereibetrieb-GmbH;;Lechfeldstr. 51;86899;Landsberg;0165;1;Pak 1/2;26,7;0165-Pak 1/2;Pak 2/2;;7,6;;34,3;0165-Pak 1/2
696;01253900;1500;Blumenhaus;Scherdi-Gärtnereibetrieb-GmbH;;Lechfeldstr. 51;86899;Landsberg;0165;1;Pak 2/2;7,6;0165-Pak 2/2;;;;;;0165-Pak 2/2
4799;12068500;1500;Blumenhaus;Krauss,;Herta;Zeppelinstr. 33;91052;Erlangen;0166;1;Pak 1/2;26,7;0166-Pak 1/2;Pak 2/2;;7,6;;34,3;0166-Pak 1/2
4799;12068500;1500;Blumenhaus;Krauss,;Herta;Zeppelinstr. 33;91052;Erlangen;0166;1;Pak 2/2;7,6;0166-Pak 2/2;;;;;;0166-Pak 2/2
1558;02711600;1500;Blumenhaus;Blumen Trede GmbH;;Furtmayrstr. 5;93053;Regensburg;0167;1;Pak 1/2;26,7;0167-Pak 1/2;Pak 2/2;;7,6;;34,3;0167-Pak 1/2
1558;02711600;1500;Blumenhaus;Blumen Trede GmbH;;Furtmayrstr. 5;93053;Regensburg;0167;1;Pak 2/2;7,6;0167-Pak 2/2;;;;;;0167-Pak 2/2
1472;02552400;1500;Blumenhaus;Blumen-Schwinghammer,;Inh. Hermann Feistl e.K.;Theresienstr. 21;94032;Passau;0168;1;Pak 1/2;26,7;0168-Pak 1/2;Pak 2/2;;7,6;;34,3;0168-Pak 1/2
1472;02552400;1500;Blumenhaus;Blumen-Schwinghammer,;Inh. Hermann Feistl e.K.;Theresienstr. 21;94032;Passau;0168;1;Pak 2/2;7,6;0168-Pak 2/2;;;;;;0168-Pak 2/2
3832;08210200;1400;Blumenhaus;Köhler,;Katrin, Blumen-Thomas;Meißner Str. 94;01445;Radebeul;0169;1;Pak 1/2;26,7;0169-Pak 1/2;Pak 2/2;;5,3;;32;0169-Pak 1/2
3832;08210200;1400;Blumenhaus;Köhler,;Katrin, Blumen-Thomas;Meißner Str. 94;01445;Radebeul;0169;1;Pak 2/2;5,3;0169-Pak 2/2;;;;;;0169-Pak 2/2
338;00642600;1400;Blumenhaus;Beyer,;Sigrid, Blumen Beyer;Neustädter Str. 5;03046;Cottbus;0170;1;Pak 1/2;26,7;0170-Pak 1/2;Pak 2/2;;5,3;;32;0170-Pak 1/2
338;00642600;1400;Blumenhaus;Beyer,;Sigrid, Blumen Beyer;Neustädter Str. 5;03046;Cottbus;0170;1;Pak 2/2;5,3;0170-Pak 2/2;;;;;;0170-Pak 2/2
3908;08364200;1400;Blumenhaus;Blumen-Richter,;vorm. Felix Richter;Karl-Liebknecht-Str. 8-14;04107;Leipzig;0171;1;Pak 1/2;26,7;0171-Pak 1/2;Pak 2/2;;5,3;;32;0171-Pak 1/2
3908;08364200;1400;Blumenhaus;Blumen-Richter,;vorm. Felix Richter;Karl-Liebknecht-Str. 8-14;04107;Leipzig;0171;1;Pak 2/2;5,3;0171-Pak 2/2;;;;;;0171-Pak 2/2
4130;08931100;1400;Blumenhaus;Zeising,;Christine, Blumen Zeising;Reilstr. 29;06114;Halle;0172;1;Pak 1/2;26,7;0172-Pak 1/2;Pak 2/2;;5,3;;32;0172-Pak 1/2
4130;08931100;1400;Blumenhaus;Zeising,;Christine, Blumen Zeising;Reilstr. 29;06114;Halle;0172;1;Pak 2/2;5,3;0172-Pak 2/2;;;;;;0172-Pak 2/2
4158;09007300;1400;Blumenhaus;Brenke GbR,;Torsten und Viola;Hauptstr. 32;13127;Berlin;0173;1;Pak 1/2;26,7;0173-Pak 1/2;Pak 2/2;;5,3;;32;0173-Pak 1/2
4158;09007300;1400;Blumenhaus;Brenke GbR,;Torsten und Viola;Hauptstr. 32;13127;Berlin;0173;1;Pak 2/2;5,3;0173-Pak 2/2;;;;;;0173-Pak 2/2
3134;06143900;1400;Blumenhaus;Unger,;Karsten und Henry;Friedenstr. 19;17424;Ostseebad Heringsdorf;0174;1;Pak 1/2;26,7;0174-Pak 1/2;Pak 2/2;;5,3;;32;0174-Pak 1/2
3134;06143900;1400;Blumenhaus;Unger,;Karsten und Henry;Friedenstr. 19;17424;Ostseebad Heringsdorf;0174;1;Pak 2/2;5,3;0174-Pak 2/2;;;;;;0174-Pak 2/2
826;01464700;1400;Blumenhaus;Blumenhaus Martha Radau,;Inh.Holle Jaziri e.K.;Eppendorfer Landstr. 4;20249;Hamburg;0175;1;Pak 1/2;26,7;0175-Pak 1/2;Pak 2/2;;5,3;;32;0175-Pak 1/2
826;01464700;1400;Blumenhaus;Blumenhaus Martha Radau,;Inh.Holle Jaziri e.K.;Eppendorfer Landstr. 4;20249;Hamburg;0175;1;Pak 2/2;5,3;0175-Pak 2/2;;;;;;0175-Pak 2/2
2241;04083600;1400;Blumenhaus;Blumenstudio Kolberger OHG;;Brunswiker Str. 53;24103;Kiel;0177;1;Pak 1/2;26,7;0177-Pak 1/2;Pak 2/2;;5,3;;32;0177-Pak 1/2
2241;04083600;1400;Blumenhaus;Blumenstudio Kolberger OHG;;Brunswiker Str. 53;24103;Kiel;0177;1;Pak 2/2;5,3;0177-Pak 2/2;;;;;;0177-Pak 2/2
410;00760400;1400;Blumenhaus;Staeck,;Gerhard, Blumenhaus;Blumlage 70;29221;Celle;0178;1;Pak 1/2;26,7;0178-Pak 1/2;Pak 2/2;;5,3;;32;0178-Pak 1/2
410;00760400;1400;Blumenhaus;Staeck,;Gerhard, Blumenhaus;Blumlage 70;29221;Celle;0178;1;Pak 2/2;5,3;0178-Pak 2/2;;;;;;0178-Pak 2/2
2255;04120900;1400;Blumenhaus;Blumen Lange;Harald Lange, e.K.;Hannoversche Str. 3;31134;Hildesheim;0179;1;Pak 1/2;26,7;0179-Pak 1/2;Pak 2/2;;5,3;;32;0179-Pak 1/2
2255;04120900;1400;Blumenhaus;Blumen Lange;Harald Lange, e.K.;Hannoversche Str. 3;31134;Hildesheim;0179;1;Pak 2/2;5,3;0179-Pak 2/2;;;;;;0179-Pak 2/2
3002;05773700;1400;Blumenhaus;Heibrok,;Guido, Blumen Heibrok;Am Asbrock 16;33611;Bielefeld;0180;1;Pak 1/2;26,7;0180-Pak 1/2;Pak 2/2;;5,3;;32;0180-Pak 1/2
3002;05773700;1400;Blumenhaus;Heibrok,;Guido, Blumen Heibrok;Am Asbrock 16;33611;Bielefeld;0180;1;Pak 2/2;5,3;0180-Pak 2/2;;;;;;0180-Pak 2/2
4875;12303800;1400;Blumenhaus;Blumen-Schmid GMBH;;Fuldatalstr. 26;34125;Kassel;0181;1;Pak 1/2;26,7;0181-Pak 1/2;Pak 2/2;;5,3;;32;0181-Pak 1/2
4875;12303800;1400;Blumenhaus;Blumen-Schmid GMBH;;Fuldatalstr. 26;34125;Kassel;0181;1;Pak 2/2;5,3;0181-Pak 2/2;;;;;;0181-Pak 2/2
482;00882500;1400;Blumenhaus;Die Blumenwerkstatt;Stefanie Schneider e.K.;Berghofer Str. 142;44269;Dortmund;0182;1;Pak 1/2;26,7;0182-Pak 1/2;Pak 2/2;;5,3;;32;0182-Pak 1/2
482;00882500;1400;Blumenhaus;Die Blumenwerkstatt;Stefanie Schneider e.K.;Berghofer Str. 142;44269;Dortmund;0182;1;Pak 2/2;5,3;0182-Pak 2/2;;;;;;0182-Pak 2/2
5269;23023500;1400;Blumenhaus;Blumen Burger Inh. Marianne Tensmann e.Kfr.;;Halterner Str. 72;45657;Recklinghausen;0183;1;Pak 1/2;26,7;0183-Pak 1/2;Pak 2/2;;5,3;;32;0183-Pak 1/2
5269;23023500;1400;Blumenhaus;Blumen Burger Inh. Marianne Tensmann e.Kfr.;;Halterner Str. 72;45657;Recklinghausen;0183;1;Pak 2/2;5,3;0183-Pak 2/2;;;;;;0183-Pak 2/2
4912;12416700;1400;Blumenhaus;Schneider,;Hélène, Blumenhaus Schneider;Kölner Str. 147;51645;Gummersbach;0184;1;Pak 1/2;26,7;0184-Pak 1/2;Pak 2/2;;5,3;;32;0184-Pak 1/2
4912;12416700;1400;Blumenhaus;Schneider,;Hélène, Blumenhaus Schneider;Kölner Str. 147;51645;Gummersbach;0184;1;Pak 2/2;5,3;0184-Pak 2/2;;;;;;0184-Pak 2/2
3352;06785300;1400;Blumenhaus;Ließem,;Gabriele;Am Fronhof 14;53177;Bonn;0185;1;Pak 1/2;26,7;0185-Pak 1/2;Pak 2/2;;5,3;;32;0185-Pak 1/2
3352;06785300;1400;Blumenhaus;Ließem,;Gabriele;Am Fronhof 14;53177;Bonn;0185;1;Pak 2/2;5,3;0185-Pak 2/2;;;;;;0185-Pak 2/2
667;01203500;1400;Blumenhaus;Blumen- und Pflanzencenter;Haldy GmbH & Co. KG;Philipp-Reis-Str. 24;63571;Gelnhausen;0186;1;Pak 1/2;26,7;0186-Pak 1/2;Pak 2/2;;5,3;;32;0186-Pak 1/2
667;01203500;1400;Blumenhaus;Blumen- und Pflanzencenter;Haldy GmbH & Co. KG;Philipp-Reis-Str. 24;63571;Gelnhausen;0186;1;Pak 2/2;5,3;0186-Pak 2/2;;;;;;0186-Pak 2/2
446;00817500;1400;Blumenhaus;Blumenhaus Chrysanthem,;Hoffmann und Hornstein GmbH;Am Alten Friedhof 8;64287;Darmstadt;0187;1;Pak 1/2;26,7;0187-Pak 1/2;Pak 2/2;;5,3;;32;0187-Pak 1/2
446;00817500;1400;Blumenhaus;Blumenhaus Chrysanthem,;Hoffmann und Hornstein GmbH;Am Alten Friedhof 8;64287;Darmstadt;0187;1;Pak 2/2;5,3;0187-Pak 2/2;;;;;;0187-Pak 2/2
1644;02872500;1400;Blumenhaus;Weigand,;Bernd;Kelkheimer Str. 3;65812;Bad Soden;0188;1;Pak 1/2;26,7;0188-Pak 1/2;Pak 2/2;;5,3;;32;0188-Pak 1/2
1644;02872500;1400;Blumenhaus;Weigand,;Bernd;Kelkheimer Str. 3;65812;Bad Soden;0188;1;Pak 2/2;5,3;0188-Pak 2/2;;;;;;0188-Pak 2/2
2371;04350103;1400;Blumenhaus;Jenner,;Reiner;Willy-Brandt-Platz/Im Hauptbahnhof;68161;Mannheim;0189;1;Pak 1/2;26,7;0189-Pak 1/2;Pak 2/2;;5,3;;32;0189-Pak 1/2
2371;04350103;1400;Blumenhaus;Jenner,;Reiner;Willy-Brandt-Platz/Im Hauptbahnhof;68161;Mannheim;0189;1;Pak 2/2;5,3;0189-Pak 2/2;;;;;;0189-Pak 2/2
205;00378400;1400;Blumenhaus;Hooge,;Margarete, Blumen Klauss;Austr. 23;71069;Sindelfingen;0190;1;Pak 1/2;26,7;0190-Pak 1/2;Pak 2/2;;5,3;;32;0190-Pak 1/2
205;00378400;1400;Blumenhaus;Hooge,;Margarete, Blumen Klauss;Austr. 23;71069;Sindelfingen;0190;1;Pak 2/2;5,3;0190-Pak 2/2;;;;;;0190-Pak 2/2
1538;02676500;1400;Blumenhaus;Horst Baum Nachf. Blumenhaus;Inh. A. Bark e.K.;Rommelsbacher Str. 28;72760;Reutlingen;0191;1;Pak 1/2;26,7;0191-Pak 1/2;Pak 2/2;;5,3;;32;0191-Pak 1/2
1538;02676500;1400;Blumenhaus;Horst Baum Nachf. Blumenhaus;Inh. A. Bark e.K.;Rommelsbacher Str. 28;72760;Reutlingen;0191;1;Pak 2/2;5,3;0191-Pak 2/2;;;;;;0191-Pak 2/2
697;01254000;1400;Blumenhaus;Kees,;Andreas, Hong's Blumen-Pavillon;Münchner Freiheit 7;80802;München;0192;1;Pak 1/2;26,7;0192-Pak 1/2;Pak 2/2;;5,3;;32;0192-Pak 1/2
697;01254000;1400;Blumenhaus;Kees,;Andreas, Hong's Blumen-Pavillon;Münchner Freiheit 7;80802;München;0192;1;Pak 2/2;5,3;0192-Pak 2/2;;;;;;0192-Pak 2/2
1256;02195100;1400;Blumenhaus;Duyndam,;Adrian, Blumen Monique;Bahnhofstr. 19;82467;Garmisch-Partenkirchen;0193;1;Pak 1/2;26,7;0193-Pak 1/2;Pak 2/2;;5,3;;32;0193-Pak 1/2
1256;02195100;1400;Blumenhaus;Duyndam,;Adrian, Blumen Monique;Bahnhofstr. 19;82467;Garmisch-Partenkirchen;0193;1;Pak 2/2;5,3;0193-Pak 2/2;;;;;;0193-Pak 2/2
